,Last,First,Play Time,Minutes,Seconds,Goals,Shots,Action Goals,Action Shots,Center Goals,Center Shots,Drive Goals,Drive Shots,Extra Goals,Extra Shots,Foul Goals,Foul Shots,6MF Goals,6MF Shots,PS Goals,PS Shots,CA Goals,CA Shots,TF,ST,RB,BL,SP Won,SP Attempts,CP EX,FP EX,DS EX,M6 EX,CS EX,DE,P EX,Total EX,Team,Opponent,Outcome,stat_type,Match Number,Ref 1,Ref 2
961,MANDIC,Dusan,17:35,17.0,35.0,3.0,3.0,,,,,,,3.0,3.0,,,,,,,,,1.0,,1.0,1.0,,,1.0,1.0,,,,,,2.0,SRB,ESP,W,Player,38,VOEVODIN,GOLDENBERG
962,DEDOVIC,Nikola,24:06,24.0,6.0,0.0,1.0,,,,,,,0.0,1.0,,,,,,,,,,,1.0,,0.0,1.0,2.0,,,,,,,2.0,SRB,ESP,W,Player,38,ZWART,ALEXANDRESCU
963,RANDELOVIC,Sava,3:46,3.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,3.0,SRB,ESP,W,Player,38,ZWART,ALEXANDRESCU
964,LAZIC,Dorde,13:55,13.0,55.0,0.0,1.0,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,0.0,SRB,ESP,W,Player,38,ZWART,ALEXANDRESCU
965,PIJETLOVIC,Dusko,11:48,11.0,48.0,0.0,1.0,,,,,,,0.0,1.0,,,,,,,,,,,,1.0,,,3.0,,,,,,,3.0,SRB,ESP,W,Player,38,ZWART,ALEXANDRESCU
966,RASOVIC,Strahin a,24:14,24.0,14.0,2.0,6.0,0.0,3.0,,,,,2.0,3.0,,,,,,,,,,,2.0,1.0,1.0,3.0,,,,,,,,0.0,SRB,ESP,W,Player,38,ZWART,ALEXANDRESCU
967,ALEKSIC,Milan,11:45,11.0,45.0,0.0,2.0,0.0,2.0,,,,,,,,,,,,,,,,1.0,2.0,,,,2.0,,,,,,,2.0,SRB,ESP,W,Player,38,ZWART,ALEXANDRESCU
968,JAKSIC,Nikola,18:34,18.0,34.0,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,,,,1.0,,,,1.0,1.0,,,,,,2.0,SRB,ESP,W,Player,38,ZWART,ALEXANDRESCU
969,FILIPOVIC,Filip,26:18,26.0,18.0,2.0,3.0,,,,,,,1.0,1.0,1.0,2.0,,,,,,,2.0,2.0,,3.0,,,,1.0,,,,,,1.0,SRB,ESP,W,Player,38,ZWART,ALEXANDRESCU
970,PRLAINOVIC,Andri a,19:01,19.0,1.0,1.0,7.0,0.0,4.0,,,,,1.0,3.0,,,,,,,,,1.0,,1.0,1.0,,,1.0,1.0,,,1.0,,,3.0,SRB,ESP,W,Player,38,ZWART,ALEXANDRESCU
971,MITROVIC,Stefan,20:58,20.0,58.0,1.0,3.0,1.0,1.0,0.0,1.0,,,0.0,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,,,2.0,SRB,ESP,W,Player,38,ZWART,ALEXANDRESCU
972,MITROVIC,Branislav,32:00,32.0,0.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.0,SRB,ESP,W,Player,38,ZWART,ALEXANDRESCU
973,,,,,,10.0,28.0,1.0,10.0,0.0,1.0,,,8.0,15.0,1.0,2.0,,,,,,,4.0,4.0,8.0,7.0,1.0,4.0,13.0,4.0,,1.0,2.0,,,20.0,SRB,ESP,W,Team,38,ZWART,ALEXANDRESCU
974,LOPEZ PINEDO,Daniel,31:35,31.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,ESP,SRB,L,Player,38,ZWART,ALEXANDRESCU
975,MUNARRIZ EGANA,Alberto,25:27,25.0,27.0,2.0,4.0,0.0,2.0,,,,,1.0,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,,,,1.0,ESP,SRB,L,Player,38,ALEXANDRESCU,ZWART
976,GRANADOS ORTEGA,Alvaro,24:34,24.0,34.0,1.0,7.0,0.0,3.0,,,,,1.0,4.0,,,,,,,,,,2.0,3.0,,,,1.0,1.0,,,,,,2.0,ESP,SRB,L,Player,38,ALEXANDRESCU,ZWART
977,SANAHUJA,Bernat,16:37,16.0,37.0,0.0,4.0,0.0,1.0,,,,,0.0,3.0,,,,,,,,,,,,,1.0,1.0,1.0,,,1.0,,,,2.0,ESP,SRB,L,Player,38,ALEXANDRESCU,ZWART
978,de TORO DOMINGUEZ,Miguel,10:21,10.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,3.0,ESP,SRB,L,Player,38,ALEXANDRESCU,ZWART
979,LARUMBE GONFAUS,Marc,21:45,21.0,45.0,0.0,3.0,0.0,3.0,,,,,,,,,,,,,,,1.0,,,2.0,,,1.0,,,,,,,1.0,ESP,SRB,L,Player,38,ALEXANDRESCU,ZWART
980,FAMERA,Martin,18:43,18.0,43.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,1.0,2.0,,2.0,3.0,2.0,,,,,,,2.0,ESP,SRB,L,Player,38,ALEXANDRESCU,ZWART
981,FERNANDEZ MIRANDA,Francisco,14:48,14.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,ESP,SRB,L,Player,38,ALEXANDRESCU,ZWART
982,TAHULL COMPTE,Roger,15:30,15.0,30.0,2.0,5.0,0.0,1.0,0.0,1.0,,,2.0,3.0,,,,,,,,,,,1.0,,,,2.0,,,,,,,2.0,ESP,SRB,L,Player,38,ALEXANDRESCU,ZWART
983,PERRONE ROCHA,Felipe,23:43,23.0,43.0,1.0,3.0,0.0,1.0,,,,,1.0,2.0,,,,,,,,,,,1.0,,,,2.0,1.0,,,,,,3.0,ESP,SRB,L,Player,38,ALEXANDRESCU,ZWART
984,MALLARACH GUELL,Blai,14:20,14.0,20.0,2.0,5.0,0.0,1.0,,,,,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,0.0,ESP,SRB,L,Player,38,ALEXANDRESCU,ZWART
985,BUSTOS SANCHEZ,Ale andro,6:37,6.0,37.0,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,1.0,,,,,,3.0,,,,,,,3.0,ESP,SRB,L,Player,38,ALEXANDRESCU,ZWART
986,,,,,,9.0,33.0,0.0,13.0,0.0,1.0,1.0,1.0,7.0,17.0,,,,,,,1.0,1.0,4.0,4.0,8.0,3.0,3.0,4.0,15.0,2.0,,2.0,1.0,,,20.0,ESP,SRB,L,Team,38,ALEXANDRESCU,ZWART
987,KANDIC,Slaven,32:00,32.0,0.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.0,MNE,ITA,L,Player,39,ALEXANDRESCU,ZWART
988,BRGULJAN,Drasko,26:12,26.0,12.0,2.0,3.0,2.0,3.0,,,,,,,,,,,,,,,,2.0,1.0,,1.0,3.0,,,1.0,,,,,1.0,MNE,ITA,L,Player,39,SALNICHENKO,DERVIEUX
989,PERKOVIC,Miroslav,10:42,10.0,42.0,1.0,3.0,,,0.0,2.0,,,1.0,1.0,,,,,,,,,,,1.0,,,,1.0,,,,,,,1.0,MNE,ITA,L,Player,39,SALNICHENKO,DERVIEUX
990,PETKOVIC,Marko,20:33,20.0,33.0,1.0,3.0,0.0,2.0,,,,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,1.0,,,1.0,MNE,ITA,L,Player,39,SALNICHENKO,DERVIEUX
991,CUCKOVIC,Uros,16:24,16.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,MNE,ITA,L,Player,39,SALNICHENKO,DERVIEUX
992,POPADIC,Vlado,20:03,20.0,3.0,1.0,4.0,,,,,1.0,1.0,0.0,1.0,0.0,1.0,,,,,0.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,0.0,MNE,ITA,L,Player,39,SALNICHENKO,DERVIEUX
993,VIDOVIC,Stefan,9:47,9.0,47.0,0.0,3.0,0.0,1.0,,,,,0.0,2.0,,,,,,,,,1.0,,,,,,,,,,,,,0.0,MNE,ITA,L,Player,39,SALNICHENKO,DERVIEUX
994,UKROPINA,Aleksa,22:19,22.0,19.0,2.0,5.0,1.0,4.0,,,,,1.0,1.0,,,,,,,,,,3.0,1.0,,0.0,1.0,,,,,,,,0.0,MNE,ITA,L,Player,39,SALNICHENKO,DERVIEUX
995,IVOVIC,Aleksandar,31:06,31.0,6.0,6.0,13.0,1.0,5.0,,,,,1.0,2.0,0.0,1.0,,,4.0,4.0,0.0,1.0,,4.0,1.0,,,,,,,,,,,0.0,MNE,ITA,L,Player,39,SALNICHENKO,DERVIEUX
996,SPAIC,Vladan,8:50,8.0,50.0,1.0,2.0,,,1.0,2.0,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,1.0,MNE,ITA,L,Player,39,SALNICHENKO,DERVIEUX
997,MATKOVIC,Dusan,21:06,21.0,6.0,0.0,2.0,0.0,1.0,,,,,0.0,1.0,,,,,,,,,,1.0,1.0,2.0,,,,1.0,,,,,,1.0,MNE,ITA,L,Player,39,SALNICHENKO,DERVIEUX
998,BANICEVIC,Dusan,4:58,4.0,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,MNE,ITA,L,Player,39,SALNICHENKO,DERVIEUX
999,,,,,,14.0,38.0,4.0,16.0,1.0,4.0,1.0,1.0,4.0,9.0,0.0,2.0,,,4.0,4.0,0.0,2.0,3.0,12.0,7.0,3.0,1.0,4.0,2.0,2.0,1.0,,1.0,,,6.0,MNE,ITA,L,Team,39,SALNICHENKO,DERVIEUX
1000,Di FULVIO,Francesco,30:20,30.0,20.0,4.0,8.0,3.0,5.0,,,,,0.0,2.0,1.0,1.0,,,,,,,2.0,1.0,,2.0,2.0,3.0,,,,1.0,1.0,,,2.0,ITA,MNE,W,Player,39,SALNICHENKO,DERVIEUX
1001,LUONGO,Stefano,14:58,14.0,58.0,0.0,3.0,0.0,3.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.0,ITA,MNE,W,Player,39,DERVIEUX,SALNICHENKO
1002,FIGLIOLI,Pietro,16:03,16.0,3.0,0.0,1.0,,,,,,,0.0,1.0,,,,,,,,,,,1.0,,,,,,,,2.0,,,2.0,ITA,MNE,W,Player,39,DERVIEUX,SALNICHENKO
1003,PRESCIUTTI,Nicholas,23:30,23.0,30.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,3.0,1.0,,,,,,,,,,1.0,1.0,ITA,MNE,W,Player,39,DERVIEUX,SALNICHENKO
1004,VELOTTO,Alessandro,23:54,23.0,54.0,5.0,7.0,4.0,5.0,,,0.0,1.0,1.0,1.0,,,,,,,,,,3.0,1.0,,1.0,1.0,,,1.0,,,,,1.0,ITA,MNE,W,Player,39,DERVIEUX,SALNICHENKO
1005,RENZUTO IODICE,Vincenzo,21:35,21.0,35.0,2.0,2.0,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,1.0,ITA,MNE,W,Player,39,DERVIEUX,SALNICHENKO
1006,ECHENIQUE,Gonzalo,7:48,7.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,ITA,MNE,W,Player,39,DERVIEUX,SALNICHENKO
1007,FIGARI,Niccolo,15:40,15.0,40.0,0.0,2.0,0.0,2.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,1.0,ITA,MNE,W,Player,39,DERVIEUX,SALNICHENKO
1008,BODEGAS,Michael Alexandre,10:08,10.0,8.0,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,,2.0,,,1.0,,,,1.0,,,,,,1.0,ITA,MNE,W,Player,39,DERVIEUX,SALNICHENKO
1009,AICARDI,Matteo,19:27,19.0,27.0,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,1.0,,1.0,,,,2.0,ITA,MNE,W,Player,39,DERVIEUX,SALNICHENKO
1010,DOLCE,Vincenzo,8:37,8.0,37.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,1.0,ITA,MNE,W,Player,39,DERVIEUX,SALNICHENKO
1011,NICOSIA,Gianmarco,32:00,32.0,0.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,1.0,ITA,MNE,W,Player,39,DERVIEUX,SALNICHENKO
1012,,,,,,14.0,26.0,9.0,17.0,1.0,1.0,0.0,1.0,3.0,6.0,1.0,1.0,,,,,,,5.0,10.0,3.0,4.0,3.0,4.0,,3.0,2.0,2.0,3.0,,4.0,14.0,ITA,MNE,W,Team,39,DERVIEUX,SALNICHENKO
1013,MACAN,Marko,15:24,15.0,24.0,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,,,,2.0,,,,2.0,1.0,,,,1.0,,4.0,CRO,USA,W,Player,40,DERVIEUX,SALNICHENKO
1014,FATOVIC,Loren,18:34,18.0,34.0,0.0,2.0,0.0,1.0,,,,,0.0,1.0,,,,,,,,,1.0,2.0,1.0,,,,,,,,,,,0.0,CRO,USA,W,Player,40,KUN,SEVERO
1015,LONCAR,Luka,15:30,15.0,30.0,2.0,3.0,,,,,,,2.0,3.0,,,,,,,,,,1.0,2.0,,,,,,,,,,,0.0,CRO,USA,W,Player,40,KUN,SEVERO
1016,JOKOVIC,Maro,25:21,25.0,21.0,2.0,7.0,1.0,4.0,,,0.0,1.0,,,0.0,1.0,,,1.0,1.0,,,,1.0,,1.0,,,1.0,,,,,,,1.0,CRO,USA,W,Player,40,KUN,SEVERO
1017,BUKIC,Luka,26:19,26.0,19.0,3.0,6.0,1.0,3.0,,,,,1.0,2.0,,,,,1.0,1.0,,,,,,,1.0,3.0,,1.0,,,,,,1.0,CRO,USA,W,Player,40,KUN,SEVERO
1018,VUKICEVIC,Ante,22:35,22.0,35.0,2.0,4.0,1.0,3.0,,,1.0,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,0.0,CRO,USA,W,Player,40,KUN,SEVERO
1019,BUSLJE,Andro,12:10,12.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,,,,3.0,CRO,USA,W,Player,40,KUN,SEVERO
1020,MILOS,Lovre,13:34,13.0,34.0,1.0,1.0,,,,,,,,,,,,,,,1.0,1.0,,,,,0.0,1.0,,,,,,,,0.0,CRO,USA,W,Player,40,KUN,SEVERO
1021,VRLIC,Josip,16:30,16.0,30.0,0.0,5.0,0.0,1.0,0.0,2.0,,,0.0,2.0,,,,,,,,,1.0,1.0,2.0,1.0,,,,,,,,,1.0,1.0,CRO,USA,W,Player,40,KUN,SEVERO
1022,OBRADOVIC,Paulo,7:13,7.0,13.0,1.0,3.0,0.0,1.0,,,,,1.0,2.0,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,3.0,CRO,USA,W,Player,40,KUN,SEVERO
1023,GARCIA GADEA,Javier,18:50,18.0,50.0,2.0,3.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,CRO,USA,W,Player,40,KUN,SEVERO
1024,MARCELIC,Ivan,32:00,32.0,0.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.0,CRO,USA,W,Player,40,KUN,SEVERO
1025,,,,,,14.0,35.0,5.0,16.0,0.0,2.0,1.0,2.0,5.0,11.0,0.0,1.0,,,2.0,2.0,1.0,1.0,3.0,8.0,7.0,2.0,1.0,4.0,6.0,2.0,2.0,1.0,1.0,1.0,1.0,14.0,CRO,USA,W,Team,40,KUN,SEVERO
1026,HOOPER,Johnny,19:32,19.0,32.0,2.0,4.0,0.0,1.0,,,,,1.0,1.0,,,,,,,1.0,2.0,1.0,,,1.0,3.0,4.0,,,,,,,1.0,1.0,USA,CRO,L,Player,40,KUN,SEVERO
1027,VAVIC,Marko,21:05,21.0,5.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,1.0,,3.0,2.0,,,,,,,,,,0.0,USA,CRO,L,Player,40,SEVERO,KUN
1028,OBERT,Alex,13:12,13.0,12.0,2.0,2.0,1.0,1.0,,,,,1.0,1.0,,,,,,,,,1.0,,2.0,,,,2.0,,,,,,,2.0,USA,CRO,L,Player,40,SEVERO,KUN
1029,DAUBE,Hannes,20:29,20.0,29.0,0.0,2.0,0.0,1.0,,,,,0.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,1.0,2.0,USA,CRO,L,Player,40,SEVERO,KUN
1030,CUPIDO,Luca,22:31,22.0,31.0,0.0,3.0,0.0,2.0,,,,,,,0.0,1.0,,,,,,,,,,,,,1.0,,,,,,,1.0,USA,CRO,L,Player,40,SEVERO,KUN
1031,HALLOCK,Ben,22:17,22.0,17.0,2.0,4.0,,,,,,,2.0,4.0,,,,,,,,,1.0,,,,,,,1.0,,,,1.0,,2.0,USA,CRO,L,Player,40,SEVERO,KUN
1032,WOODHEAD,Dylan,10:08,10.0,8.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,2.0,,,,,,,2.0,USA,CRO,L,Player,40,SEVERO,KUN
1033,BOWEN,Alex,24:43,24.0,43.0,2.0,7.0,0.0,4.0,,,,,2.0,2.0,0.0,1.0,,,,,,,,2.0,1.0,,,,1.0,,,,,,,1.0,USA,CRO,L,Player,40,SEVERO,KUN
1034,STEVENSON,Ben,12:55,12.0,55.0,1.0,3.0,0.0,1.0,,,,,0.0,1.0,,,,,1.0,1.0,,,,,,,,,1.0,,,1.0,,,,2.0,USA,CRO,L,Player,40,SEVERO,KUN
1035,SMITH,Jesse,7:45,7.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,USA,CRO,L,Player,40,SEVERO,KUN
1036,IRVING,Max,17:23,17.0,23.0,2.0,2.0,,,,,,,1.0,1.0,,,,,,,1.0,1.0,,1.0,,,,,,,,1.0,1.0,,,2.0,USA,CRO,L,Player,40,SEVERO,KUN
1037,HOLLAND,Drew,32:00,32.0,0.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,0.0,USA,CRO,L,Player,40,SEVERO,KUN
1038,,,,,,11.0,28.0,1.0,11.0,,,,,7.0,11.0,0.0,2.0,,,1.0,1.0,2.0,3.0,9.0,6.0,6.0,3.0,3.0,4.0,9.0,1.0,,2.0,1.0,1.0,2.0,16.0,USA,CRO,L,Team,40,SEVERO,KUN
1039,NAGY,Viktor,32:00,32.0,0.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.0,HUN,ESP,W,Player,41,SEVERO,KUN
1040,ANGYAL,Daniel,17:57,17.0,57.0,1.0,3.0,1.0,3.0,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,1.0,HUN,ESP,W,Player,41,STAVRIDIS,VOEVODIN
1041,MANHERCZ,Krisztian,26:31,26.0,31.0,1.0,5.0,0.0,4.0,,,,,1.0,1.0,,,,,,,,,,3.0,2.0,4.0,0.0,2.0,,,,,,,,0.0,HUN,ESP,W,Player,41,STAVRIDIS,VOEVODIN
1042,ZALANKI,Gergo,17:33,17.0,33.0,1.0,3.0,0.0,2.0,,,,,1.0,1.0,,,,,,,,,,1.0,1.0,,,,2.0,,,,1.0,,,3.0,HUN,ESP,W,Player,41,STAVRIDIS,VOEVODIN
1043,VAMOS,Marton,27:28,27.0,28.0,2.0,3.0,0.0,1.0,,,,,2.0,2.0,,,,,,,,,,1.0,,,,,,,,,,,,0.0,HUN,ESP,W,Player,41,STAVRIDIS,VOEVODIN
1044,HOSNYANSZKY,Norbert,10:50,10.0,50.0,1.0,2.0,0.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,3.0,,,,,,,3.0,HUN,ESP,W,Player,41,STAVRIDIS,VOEVODIN
1045,PASZTOR,Matyas,13:12,13.0,12.0,0.0,3.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,,,,3.0,HUN,ESP,W,Player,41,STAVRIDIS,VOEVODIN
1046,JANSIK,Szilard,12:50,12.0,50.0,1.0,2.0,0.0,1.0,,,,,,,,,,,,,1.0,1.0,1.0,,1.0,,,,2.0,,,,,,,2.0,HUN,ESP,W,Player,41,STAVRIDIS,VOEVODIN
1047,ERDELYI,Balazs,20:34,20.0,34.0,0.0,3.0,0.0,2.0,,,0.0,1.0,,,,,,,,,,,,2.0,,,0.0,2.0,1.0,,,,,,,1.0,HUN,ESP,W,Player,41,STAVRIDIS,VOEVODIN
1048,VARGA,Denes,17:44,17.0,44.0,1.0,3.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,3.0,HUN,ESP,W,Player,41,STAVRIDIS,VOEVODIN
1049,MEZEI,Tamas,14:04,14.0,4.0,0.0,1.0,,,0.0,1.0,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,0.0,HUN,ESP,W,Player,41,STAVRIDIS,VOEVODIN
1050,HARAI,Balazs,13:17,13.0,17.0,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,,3.0,,,1.0,,,1.0,,1.0,,,,,2.0,HUN,ESP,W,Player,41,STAVRIDIS,VOEVODIN
1051,,,,,,9.0,29.0,2.0,20.0,0.0,1.0,0.0,1.0,6.0,6.0,,,,,,,1.0,1.0,5.0,8.0,5.0,6.0,0.0,4.0,14.0,,2.0,1.0,1.0,,,18.0,HUN,ESP,W,Team,41,STAVRIDIS,VOEVODIN
1052,LOPEZ PINEDO,Daniel,31:48,31.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,ESP,HUN,L,Player,41,STAVRIDIS,VOEVODIN
1053,MUNARRIZ EGANA,Alberto,28:39,28.0,39.0,2.0,7.0,0.0,5.0,,,,,2.0,2.0,,,,,,,,,,,1.0,,,,,,,,,,,0.0,ESP,HUN,L,Player,41,VOEVODIN,STAVRIDIS
1054,GRANADOS ORTEGA,Alvaro,21:02,21.0,2.0,0.0,3.0,0.0,1.0,,,,,0.0,2.0,,,,,,,,,,,2.0,,,,,1.0,,,,,,1.0,ESP,HUN,L,Player,41,VOEVODIN,STAVRIDIS
1055,SANAHUJA,Bernat,21:38,21.0,38.0,0.0,3.0,0.0,3.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.0,ESP,HUN,L,Player,41,VOEVODIN,STAVRIDIS
1056,de TORO DOMINGUEZ,Miguel,8:53,8.0,53.0,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,,2.0,,,,,,1.0,,1.0,,,,,2.0,ESP,HUN,L,Player,41,VOEVODIN,STAVRIDIS
1057,LARUMBE GONFAUS,Marc,13:48,13.0,48.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.0,ESP,HUN,L,Player,41,VOEVODIN,STAVRIDIS
1058,FAMERA,Martin,18:02,18.0,2.0,0.0,2.0,,,,,,,0.0,2.0,,,,,,,,,,,,1.0,4.0,4.0,1.0,1.0,,,,,,2.0,ESP,HUN,L,Player,41,VOEVODIN,STAVRIDIS
1059,FERNANDEZ MIRANDA,Francisco,9:18,9.0,18.0,0.0,2.0,,,,,,,0.0,1.0,,,,,,,0.0,1.0,,,,,,,,,,,,,,0.0,ESP,HUN,L,Player,41,VOEVODIN,STAVRIDIS
1060,TAHULL COMPTE,Roger,17:55,17.0,55.0,1.0,3.0,,,,,,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,0.0,ESP,HUN,L,Player,41,VOEVODIN,STAVRIDIS
1061,PERRONE ROCHA,Felipe,26:23,26.0,23.0,1.0,5.0,0.0,1.0,,,,,1.0,3.0,0.0,1.0,,,,,,,,,2.0,,,,,,,,,,,0.0,ESP,HUN,L,Player,41,VOEVODIN,STAVRIDIS
1062,MALLARACH GUELL,Blai,14:57,14.0,57.0,0.0,3.0,0.0,2.0,,,,,0.0,1.0,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,1.0,ESP,HUN,L,Player,41,VOEVODIN,STAVRIDIS
1063,BUSTOS SANCHEZ,Ale andro,11:37,11.0,37.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,2.0,,,,,,,2.0,ESP,HUN,L,Player,41,VOEVODIN,STAVRIDIS
1064,,,,,,5.0,29.0,0.0,12.0,,,,,5.0,15.0,0.0,1.0,,,,,0.0,1.0,2.0,2.0,7.0,3.0,4.0,4.0,5.0,2.0,1.0,,,,,8.0,ESP,HUN,L,Team,41,VOEVODIN,STAVRIDIS
1065,ZERDEVAS,Emmanouil,32:00,32.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,GRE,SRB,L,Player,42,VOEVODIN,STAVRIDIS
1066,GENIDOUNIAS,Konstantinos,20:51,20.0,51.0,0.0,7.0,0.0,5.0,,,,,0.0,2.0,,,,,,,,,,,1.0,,0.0,1.0,1.0,,,,,,,1.0,GRE,SRB,L,Player,42,BUCH JUANOLA,GOLDENBERG
1067,SKOUMPAKIS,Dimitrios,10:38,10.0,38.0,2.0,2.0,,,,,,,2.0,2.0,,,,,,,,,,1.0,1.0,,,,1.0,,,,,,1.0,2.0,GRE,SRB,L,Player,42,BUCH JUANOLA,GOLDENBERG
1068,KAPOTSIS,Marios,15:11,15.0,11.0,0.0,3.0,0.0,2.0,,,,,0.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,0.0,GRE,SRB,L,Player,42,BUCH JUANOLA,GOLDENBERG
1069,FOUNTOULIS,Ioannis,24:35,24.0,35.0,2.0,6.0,1.0,3.0,,,,,1.0,3.0,,,,,,,,,1.0,1.0,,,,,,1.0,,,1.0,,,2.0,GRE,SRB,L,Player,42,BUCH JUANOLA,GOLDENBERG
1070,PAPANASTASIOU,Alexandros,22:23,22.0,23.0,1.0,3.0,1.0,2.0,,,,,0.0,1.0,,,,,,,,,,,,,3.0,3.0,,,,,1.0,,,1.0,GRE,SRB,L,Player,42,BUCH JUANOLA,GOLDENBERG
1071,DERVISIS,Georgios,9:48,9.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,GRE,SRB,L,Player,42,BUCH JUANOLA,GOLDENBERG
1072,ARGYROPOULOS KANAKAKIS,Stylianos,19:45,19.0,45.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,1.0,1.0,,,,,2.0,,,,,,,2.0,GRE,SRB,L,Player,42,BUCH JUANOLA,GOLDENBERG
1073,MOURIKIS,Konstantinos,13:31,13.0,31.0,1.0,2.0,,,1.0,1.0,,,0.0,1.0,,,,,,,,,3.0,,,,,,,,,,,,1.0,1.0,GRE,SRB,L,Player,42,BUCH JUANOLA,GOLDENBERG
1074,KOLOMVOS,Christodoulos,12:52,12.0,52.0,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,0.0,GRE,SRB,L,Player,42,BUCH JUANOLA,GOLDENBERG
1075,GKIOUVETSIS,Konstantinos,11:27,11.0,27.0,1.0,3.0,,,,,,,1.0,3.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,0.0,GRE,SRB,L,Player,42,BUCH JUANOLA,GOLDENBERG
1076,VLACHOPOULOS,Angelos,30:59,30.0,59.0,2.0,3.0,1.0,2.0,,,,,1.0,1.0,,,,,,,,,1.0,,2.0,,,,1.0,,,,,,,1.0,GRE,SRB,L,Player,42,BUCH JUANOLA,GOLDENBERG
1077,,,,,,10.0,31.0,3.0,15.0,1.0,1.0,,,6.0,15.0,,,,,,,,,6.0,3.0,6.0,1.0,3.0,4.0,6.0,1.0,,,2.0,,2.0,11.0,GRE,SRB,L,Team,42,BUCH JUANOLA,GOLDENBERG
1078,MANDIC,Dusan,24:34,24.0,34.0,3.0,6.0,1.0,3.0,,,,,2.0,2.0,0.0,1.0,,,,,,,1.0,,1.0,,,,2.0,,,,,,,2.0,SRB,GRE,W,Player,42,BUCH JUANOLA,GOLDENBERG
