,Last,First,Play Time,Minutes,Seconds,Goals,Shots,Action Goals,Action Shots,Center Goals,Center Shots,Drive Goals,Drive Shots,Extra Goals,Extra Shots,Foul Goals,Foul Shots,6MF Goals,6MF Shots,PS Goals,PS Shots,CA Goals,CA Shots,TF,ST,RB,BL,SP Won,SP Attempts,CP EX,FP EX,DS EX,M6 EX,CS EX,DE,P EX,Total EX,Team,Opponent,Outcome,stat_type,Tournament
334,OKAWA,Keigo,20:17,20,17,0,1,0,1,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,1,JPN,GRE,0,Player,OLY2020
335,ARAKI,Kenta,5:22,5,22,1,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,1,,,,1,JPN,GRE,0,Player,OLY2020
336,,,,,,9,28,2,9,,,,,3,14,1,1,0,1,1,1,2,2,4,3,6,3,2,4,7,2,,1,,1,,11,JPN,GRE,0,Team,OLY2020
337,HOOPER,Johnny,21:30,21,30,1,1,,,,,,,1,1,,,,,,,,,2,,,1,2,3,,,,,1,,,1,USA,ITA,0,Player,OLY2020
338,VAVIC,Marko,20:22,20,22,1,6,1,5,,,,,0,1,,,,,,,,,,,,1,,,1,1,,,,,,2,USA,ITA,0,Player,OLY2020
339,OBERT,Alex,15:11,15,11,2,2,,,1,1,,,1,1,,,,,,,,,1,1,1,1,,,1,,,,,,1,2,USA,ITA,0,Player,OLY2020
340,DAUBE,Hannes,22:52,22,52,1,7,0,2,,,,,0,4,1,1,,,,,,,1,,1,1,,,,,,,,,1,1,USA,ITA,0,Player,OLY2020
341,CUPIDO,Luca,23:07,23,7,2,5,,,0,1,,,2,3,,,,,,,0,1,1,,,1,,,,,1,,,,,1,USA,ITA,0,Player,OLY2020
342,HALLOCK,Ben,17:06,17,6,0,1,,,0,1,,,,,,,,,,,,,3,,,,,,,,,,,,,0,USA,ITA,0,Player,OLY2020
343,WOODHEAD,Dylan,12:14,12,14,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,USA,ITA,0,Player,OLY2020
344,BOWEN,Alex,20:34,20,34,2,6,0,2,,,,,1,1,0,1,,,1,2,,,,,2,,,,,1,,,,,,1,USA,ITA,0,Player,OLY2020
345,STEVENSON,Ben,11:57,11,57,0,1,0,1,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,0,USA,ITA,0,Player,OLY2020
346,SMITH,Jesse,4:11,4,11,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,3,USA,ITA,0,Player,OLY2020
347,IRVING,Max,22:56,22,56,2,2,,,,,,,1,1,,,,,1,1,,,,,,1,,,1,,,,1,,,2,USA,ITA,0,Player,OLY2020
348,HOLLAND,Drew,32:00:00,32,0,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,0,USA,ITA,0,Player,OLY2020
349,,,,,,11,31,1,10,1,3,,,6,12,1,2,,,2,3,0,1,9,2,4,6,2,4,7,2,1,,2,,2,14,USA,ITA,0,Team,OLY2020
350,Del LUNGO,Marco,32:00:00,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,ITA,USA,1,Player,OLY2020
351,Di FULVIO,Francesco,30:30:00,30,30,5,13,2,4,,,,,2,4,0,3,,,1,1,0,1,1,,1,1,1,2,,1,,,,,,1,ITA,USA,1,Player,OLY2020
352,LUONGO,Stefano,22:39,22,39,3,6,0,1,,,,,3,5,,,,,,,,,,1,1,,1,1,,,,,,,,0,ITA,USA,1,Player,OLY2020
353,FIGLIOLI,Pietro,26:06:00,26,6,2,7,1,5,,,,,1,1,,,,,0,1,,,,,,,0,1,,2,,,,,,2,ITA,USA,1,Player,OLY2020
354,PRESCIUTTI,Nicholas,24:03:00,24,3,2,4,0,2,,,,,1,1,,,,,,,1,1,1,1,1,,,,2,,,,,,,2,ITA,USA,1,Player,OLY2020
355,VELOTTO,Alessandro,7:38,7,38,0,1,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,0,ITA,USA,1,Player,OLY2020
356,RENZUTO IODICE,Vincenzo,13:09,13,9,0,1,0,1,,,,,,,,,,,,,,,,1,,1,,,,,,,,,1,1,ITA,USA,1,Player,OLY2020
357,ECHENIQUE,Gonzalo,27:16:00,27,16,0,3,0,1,,,,,0,1,,,,,,,0,1,,1,1,1,,,,,,,,,,0,ITA,USA,1,Player,OLY2020
358,FIGARI,Niccolo,9:07,9,7,,,,,,,,,,,,,,,,,,,1,,1,1,,,2,,,,,,,2,ITA,USA,1,Player,OLY2020
359,BODEGAS,Michael Alexandre,10:05,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,3,ITA,USA,1,Player,OLY2020
360,AICARDI,Matteo,12:47,12,47,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,2,ITA,USA,1,Player,OLY2020
361,DOLCE,Vincenzo,8:40,8,40,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,2,ITA,USA,1,Player,OLY2020
362,,,,,,12,35,3,14,,,,,7,12,0,3,,,1,2,1,4,4,4,5,4,2,4,7,5,,,,,3,15,ITA,USA,1,Team,OLY2020
363,NAGY,Viktor,16:00,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,HUN,RSA,1,Player,OLY2020
364,ANGYAL,Daniel,16:38,16,38,2,4,0,1,1,1,,,,,,,,,,,1,2,,,,,,,,,,,,,,0,HUN,RSA,1,Player,OLY2020
365,MANHERCZ,Krisztian,27:00:00,27,0,5,5,1,1,,,,,1,1,,,,,,,3,3,,,1,1,3,3,,,,,,,,0,HUN,RSA,1,Player,OLY2020
366,ZALANKI,Gergo,18:52,18,52,0,1,0,1,,,,,,,,,,,,,,,,2,,1,1,1,,,,,,,,0,HUN,RSA,1,Player,OLY2020
367,VAMOS,Marton,22:45,22,45,4,6,2,4,,,,,2,2,,,,,,,,,,,1,,,,,,,,,,,0,HUN,RSA,1,Player,OLY2020
368,HOSNYANSZKY,Norbert,17:40,17,40,1,5,0,3,,,,,1,2,,,,,,,,,,1,1,,,,2,,,,,,,2,HUN,RSA,1,Player,OLY2020
369,PASZTOR,Matyas,24:10:00,24,10,4,6,2,3,,,,,0,1,,,,,,,2,2,1,,,,,,2,,,,,,,2,HUN,RSA,1,Player,OLY2020
370,JANSIK,Szilard,15:06,15,6,2,3,0,1,,,,,1,1,,,,,1,1,,,,2,,,,,3,,,,,,,3,HUN,RSA,1,Player,OLY2020
371,ERDELYI,Balazs,24:41:00,24,41,3,5,0,2,1,1,,,1,1,,,,,,,1,1,,4,,,,,,,,,,,,0,HUN,RSA,1,Player,OLY2020
372,MEZEI,Tamas,15:51,15,51,1,2,,,1,2,,,,,,,,,,,,,,2,,1,,,,1,,,,,,1,HUN,RSA,1,Player,OLY2020
373,HARAI,Balazs,9:17,9,17,1,1,,,,,,,1,1,,,,,,,,,,,1,,,,,,,,,,,0,HUN,RSA,1,Player,OLY2020
374,VOGEL,Soma,16:00,16,0,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,0,HUN,RSA,1,Player,OLY2020
375,,,,,,23,38,5,16,3,4,,,7,9,,,,,1,1,7,8,1,12,4,3,4,4,7,1,,,,,,8,HUN,RSA,1,Team,OLY2020
376,MADI,Lwazi,32:00:00,32,0,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,0,RSA,HUN,0,Player,OLY2020
377,CARD,Devon,15:43,15,43,0,3,0,1,,,,,0,2,,,,,,,,,,,,,,,1,,,,,,,1,RSA,HUN,0,Player,OLY2020
378,REZELMAN,Timothy,15:36,15,36,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,RSA,HUN,0,Player,OLY2020
379,BADENHORST,Nardus,18:07,18,7,0,3,0,1,,,,,0,2,,,,,,,,,1,,2,,,,,1,,,,,,1,RSA,HUN,0,Player,OLY2020
380,LAURENSON,Cameron Bain,7:51,7,51,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,3,RSA,HUN,0,Player,OLY2020
381,STONE,Ross,25:36:00,25,36,0,2,0,1,,,,,,,0,1,,,,,,,2,,,1,0,1,,1,,1,,,,2,RSA,HUN,0,Player,OLY2020
382,EVEZARD,Jason,18:22,18,22,,,,,,,,,,,,,,,,,,,,,1,1,0,1,,,,,,,,0,RSA,HUN,0,Player,OLY2020
383,RODDA,Nicholas,24:06:00,24,6,1,7,0,5,,,,,1,2,,,,,,,,,,,,1,0,2,,,,,,,,0,RSA,HUN,0,Player,OLY2020
384,MARGRO,Yaseen,18:03,18,3,0,2,0,2,,,,,,,,,,,,,,,,,,,,,2,,,,,,,2,RSA,HUN,0,Player,OLY2020
385,MAYMAN,Mogamad Farouk,11:40,11,40,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,1,RSA,HUN,0,Player,OLY2020
386,NEILL,Liam,16:48,16,48,0,1,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,RSA,HUN,0,Player,OLY2020
387,STEWART,Donn,20:08,20,8,0,3,0,3,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,1,RSA,HUN,0,Player,OLY2020
388,,,,,,1,22,0,14,0,1,,,1,6,0,1,,,,,,,8,1,4,4,0,4,7,2,,1,,,1,11,RSA,HUN,0,Team,OLY2020
389,MUNARRIZ EGANA,Alberto,19:11,19,11,1,2,0,1,,,,,,,,,,,,,1,1,,1,1,1,,,3,,,,,,,3,ESP,KAZ,1,Player,OLY2020
390,GRANADOS ORTEGA,Alvaro,22:45,22,45,5,7,2,3,,,,,0,1,,,,,2,2,1,1,,1,1,,1,2,,,,1,1,,,2,ESP,KAZ,1,Player,OLY2020
391,SANAHUJA,Bernat,19:56,19,56,3,8,0,3,,,1,1,2,2,,,,,,,0,2,,1,2,1,1,1,1,1,,,,,,2,ESP,KAZ,1,Player,OLY2020
392,de TORO DOMINGUEZ,Miguel,18:55,18,55,1,1,,,,,,,1,1,,,,,,,,,2,,1,,,,,,,,,,,0,ESP,KAZ,1,Player,OLY2020
393,LARUMBE GONFAUS,Marc,17:02,17,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,ESP,KAZ,1,Player,OLY2020
394,FAMERA,Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,ESP,KAZ,1,Player,OLY2020
395,FERNANDEZ MIRANDA,Francisco,25:08:00,25,8,2,2,,,1,1,,,1,1,,,,,,,,,,,2,1,1,1,,1,,,,,,1,ESP,KAZ,1,Player,OLY2020
396,TAHULL COMPTE,Roger,13:05,13,5,1,3,,,1,1,,,0,2,,,,,,,,,,,,1,,,,,,,,,,0,ESP,KAZ,1,Player,OLY2020
397,PERRONE ROCHA,Felipe,18:24,18,24,0,1,0,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,ESP,KAZ,1,Player,OLY2020
398,MALLARACH GUELL,Blai,19:50,19,50,2,4,2,3,,,,,,,0,1,,,,,,,,2,,,,,,,,1,,,,1,ESP,KAZ,1,Player,OLY2020
399,BUSTOS SANCHEZ,Ale andro,17:44,17,44,1,1,,,,,,,1,1,,,,,,,,,,1,1,1,,,1,,,,,,,1,ESP,KAZ,1,Player,OLY2020
400,AGUIRRE,Unai,32:00:00,32,0,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,0,ESP,KAZ,1,Player,OLY2020
401,,,,,,16,29,4,11,2,2,1,1,5,8,0,1,,,2,2,2,4,4,7,8,5,3,4,6,2,,2,1,,,11,ESP,KAZ,1,Team,OLY2020
402,MAKHMETOV,Madikhan,32:00:00,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,KAZ,ESP,0,Player,OLY2020
403,MEDVEDEV,Yevgeniy,18:28,18,28,0,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,KAZ,ESP,0,Player,OLY2020
404,AUBAKIROV,Miras,14:13,14,13,0,2,0,1,0,1,,,,,,,,,,,,,1,,1,,0,2,1,1,,,,,,2,KAZ,ESP,0,Player,OLY2020
405,MARKOVIC,Dusan,19:13,19,13,1,2,0,1,,,,,1,1,,,,,,,,,,2,3,1,,,1,,,,,,,1,KAZ,ESP,0,Player,OLY2020
406,SHMIDER,Alexey,16:29,16,29,0,1,,,,,,,0,1,,,,,,,,,,,,,0,1,,1,,,,,1,2,KAZ,ESP,0,Player,OLY2020
407,ARTYUKH,Danil,6:03,6,3,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,2,KAZ,ESP,0,Player,OLY2020
408,SHAKENOV,Murat,24:54:00,24,54,0,8,0,7,,,,,0,1,,,,,,,,,,1,1,,1,1,,,,,,,,0,KAZ,ESP,0,Player,OLY2020
409,VUKSANOVIC,Srdan,29:33:00,29,33,2,8,1,4,,,,,1,3,,,,,,,0,1,1,1,,1,,,,,,,,,,0,KAZ,ESP,0,Player,OLY2020
410,UKUMANOV,Rustam,16:53,16,53,0,1,0,1,,,,,,,,,,,,,,,,,,,,,2,,,,,,,2,KAZ,ESP,0,Player,OLY2020
411,RUDAY,Mikhail,16:24,16,24,1,2,,,1,2,,,,,,,,,,,,,,,,,,,,,1,,,,,1,KAZ,ESP,0,Player,OLY2020
412,ALTAYEV,Altay,15:36,15,36,0,2,0,1,,,,,0,1,,,,,,,,,1,,,,,,,,,,,,,0,KAZ,ESP,0,Player,OLY2020
413,SHVEDOV,Stanislav,14:14,14,14,0,2,0,1,,,,,0,1,,,,,,,,,,1,,1,,,,,,,,,,0,KAZ,ESP,0,Player,OLY2020
414,,,,,,4,30,1,18,1,3,,,2,8,,,,,,,0,1,5,5,5,3,1,4,6,2,1,,,,2,11,KAZ,ESP,0,Team,OLY2020
415,BIJAC,Marko,32:00:00,32,0,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,0,CRO,MNE,1,Player,OLY2020
416,MACAN,Marko,5:02,5,2,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,3,CRO,MNE,1,Player,OLY2020
417,FATOVIC,Loren,24:29:00,24,29,3,8,1,4,,,1,1,1,3,,,,,,,,,,,,,,,1,,,,,,,1,CRO,MNE,1,Player,OLY2020
418,LONCAR,Luka,17:35,17,35,1,1,,,1,1,,,,,,,,,,,,,2,,,,,,,,,,,,,0,CRO,MNE,1,Player,OLY2020
419,JOKOVIC,Maro,26:00:00,26,0,0,1,,,,,,,,,,,,,,,0,1,,1,1,1,,,,1,,,,,,1,CRO,MNE,1,Player,OLY2020
420,BUKIC,Luka,26:12:00,26,12,2,6,0,3,,,,,2,3,,,,,,,,,1,1,1,,2,2,,,,,,,,0,CRO,MNE,1,Player,OLY2020
421,VUKICEVIC,Ante,18:44,18,44,2,6,2,6,,,,,,,,,,,,,,,,1,1,,,,2,,,,,,,2,CRO,MNE,1,Player,OLY2020
422,BUSLJE,Andro,15:12,15,12,1,1,,,,,,,1,1,,,,,,,,,,,1,3,,,3,,,,,,,3,CRO,MNE,1,Player,OLY2020
423,MILOS,Lovre,13:39,13,39,1,3,,,,,,,0,2,,,,,,,1,1,,1,1,,2,2,,,,,,,,0,CRO,MNE,1,Player,OLY2020
424,VRLIC,Josip,16:11,16,11,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,,,,,,2,CRO,MNE,1,Player,OLY2020
425,OBRADOVIC,Paulo,11:05,11,5,1,3,,,0,1,,,1,2,,,,,,,,,,,1,1,,,,,,,1,,,1,CRO,MNE,1,Player,OLY2020
426,GARCIA GADEA,Javier,17:51,17,51,2,4,1,2,,,,,1,2,,,,,,,,,,,,,,,,1,,,,,,1,CRO,MNE,1,Player,OLY2020
427,,,,,,13,33,4,15,1,2,1,1,6,13,,,,,,,1,2,4,5,6,5,4,4,10,3,,,1,,,14,CRO,MNE,1,Team,OLY2020
428,BRGULJAN,Drasko,25:15:00,25,15,0,3,0,2,,,,,0,1,,,,,,,,,,,,2,0,2,,1,,,,,,1,MNE,CRO,0,Player,OLY2020
429,PERKOVIC,Miroslav,7:26,7,26,2,2,,,,,,,2,2,,,,,,,,,1,,,,,,1,,,,,,,1,MNE,CRO,0,Player,OLY2020
430,PETKOVIC,Marko,21:43,21,43,0,3,0,2,,,,,0,1,,,,,,,,,,1,,,,,,,,,,,,0,MNE,CRO,0,Player,OLY2020
431,CUCKOVIC,Uros,8:23,8,23,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,2,MNE,CRO,0,Player,OLY2020
432,POPADIC,Vlado,20:03,20,3,0,4,0,2,0,1,,,,,0,1,,,,,,,,1,,,,,2,,,,,,,2,MNE,CRO,0,Player,OLY2020
433,VIDOVIC,Stefan,13:50,13,50,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,0,MNE,CRO,0,Player,OLY2020
434,UKROPINA,Aleksa,18:42,18,42,1,5,1,3,,,,,0,2,,,,,,,,,1,,1,,0,1,,1,,,,,,1,MNE,CRO,0,Player,OLY2020
435,IVOVIC,Aleksandar,28:24:00,28,24,2,5,1,3,,,,,1,1,0,1,,,,,,,1,1,2,,,,2,,,,,,,2,MNE,CRO,0,Player,OLY2020
436,SPAIC,Vladan,17:06,17,6,0,2,,,0,1,,,0,1,,,,,,,,,2,,1,,,,,,,,,,,0,MNE,CRO,0,Player,OLY2020
437,MATKOVIC,Dusan,23:27,23,27,2,3,,,,,,,1,2,,,,,,,1,1,1,,2,,0,1,1,,,,,,,1,MNE,CRO,0,Player,OLY2020
438,BANICEVIC,Dusan,7:41,7,41,1,1,,,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,1,MNE,CRO,0,Player,OLY2020
439,TESANOVIC,Petar,32:00:00,32,0,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,0,MNE,CRO,0,Player,OLY2020
440,,,,,,8,28,2,12,0,2,,,5,11,0,2,,,,,1,1,7,5,6,2,0,4,9,2,,,,,,11,MNE,CRO,0,Team,OLY2020
441,MANDIC,Dusan,17:58,17,58,4,5,,,,,,,3,3,0,1,,,1,1,,,,1,1,,,,,,,,2,,,2,SRB,AUS,1,Player,OLY2020
442,DEDOVIC,Nikola,22:21,22,21,1,2,1,2,,,,,,,,,,,,,,,,1,,,0,1,,,,,,,,0,SRB,AUS,1,Player,OLY2020
443,RANDELOVIC,Sava,9:12,9,12,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,2,SRB,AUS,1,Player,OLY2020
444,LAZIC,Dorde,18:44,18,44,0,1,,,0,1,,,,,,,,,,,,,1,1,,1,,,,,,,,,,0,SRB,AUS,1,Player,OLY2020
445,PIJETLOVIC,Dusko,12:11,12,11,1,2,,,0,1,,,1,1,,,,,,,,,1,,,1,,,2,,,,,,,2,SRB,AUS,1,Player,OLY2020
446,RASOVIC,Strahin a,26:06:00,26,6,3,4,2,2,,,,,1,2,,,,,,,,,1,,,1,1,2,,,,,,,,0,SRB,AUS,1,Player,OLY2020
447,ALEKSIC,Milan,12:19,12,19,0,1,0,1,,,,,,,,,,,,,,,,1,,1,,,1,,,,,,,1,SRB,AUS,1,Player,OLY2020
448,JAKSIC,Nikola,13:13,13,13,1,2,1,2,,,,,,,,,,,,,,,,,,1,,,2,,,,,,,2,SRB,AUS,1,Player,OLY2020
449,FILIPOVIC,Filip,22:50,22,50,1,2,0,1,,,,,,,,,,,1,1,,,,,,1,0,1,,,,,,,,0,SRB,AUS,1,Player,OLY2020
450,PRLAINOVIC,Andri a,18:51,18,51,2,4,0,1,,,,,1,1,,,,,,,1,2,,,,2,,,,,,,,,1,1,SRB,AUS,1,Player,OLY2020
451,MITROVIC,Stefan,18:15,18,15,1,2,0,1,1,1,,,,,,,,,,,,,1,1,,,,,1,,,,,,,1,SRB,AUS,1,Player,OLY2020
452,MITROVIC,Branislav,32:00:00,32,0,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,0,SRB,AUS,1,Player,OLY2020
453,,,,,,14,25,4,10,1,3,,,6,7,0,1,,,2,2,1,2,4,7,1,8,1,4,6,1,,,2,,2,11,SRB,AUS,1,Team,OLY2020
454,HRYSANTHOS,Anthony,32:00:00,32,0,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,0,AUS,SRB,0,Player,OLY2020
455,CAMPBELL,Richard,21:22,21,22,1,4,1,3,,,,,0,1,,,,,,,,,,,,1,,,1,,,,,,,1,AUS,SRB,0,Player,OLY2020
456,FORD,George,4:30,4,30,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,3,AUS,SRB,0,Player,OLY2020
457,TOMASEVIC,Goran,13:11,13,11,1,2,,,0,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,0,AUS,SRB,0,Player,OLY2020
458,POWER,Nathan,14:23,14,23,0,1,,,,,,,0,1,,,,,,,,,1,1,1,,,,2,,,,,,,2,AUS,SRB,0,Player,OLY2020
459,EDWARDS,Lachlan Robert,18:26,18,26,1,2,1,1,0,1,,,,,,,,,,,,,2,,1,,,,,,,,,,,0,AUS,SRB,0,Player,OLY2020
460,ROACH,Aidan,20:59,20,59,1,3,0,2,,,,,,,,,,,1,1,,,,,2,,,,2,,,,,,,2,AUS,SRB,0,Player,OLY2020
461,YOUNGER,Aaron,24:44:00,24,44,1,4,0,3,,,,,1,1,,,,,,,,,,,2,1,,,,,,,,,,0,AUS,SRB,0,Player,OLY2020
462,FORD,Andrew,19:27,19,27,1,6,0,4,,,,,1,1,0,1,,,,,,,,,1,,0,1,,,,,,,,0,AUS,SRB,0,Player,OLY2020
463,PUTT,Timothy Francis,12:14,12,14,0,2,0,1,,,,,0,1,,,,,,,,,,,,1,,,1,,,,,,1,2,AUS,SRB,0,Player,OLY2020
464,HOWDEN,Rhys,21:43,21,43,0,3,0,2,,,,,,,,,,,0,1,,,,,2,,3,3,,,,,,,,0,AUS,SRB,0,Player,OLY2020
465,EDWARDS,Blake,21:01,21,1,2,5,1,2,,,,,1,3,,,,,,,,,,1,1,,,,,,,,,,,0,AUS,SRB,0,Player,OLY2020
466,,,,,,8,32,3,18,0,2,,,4,9,0,1,,,1,2,,,7,9,10,3,3,4,8,,,,,,2,10,AUS,SRB,0,Team,OLY2020
467,KANDIC,Slaven,16:00,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,MNE,KAZ,1,Player,OLY2020
468,BRGULJAN,Drasko,21:15,21,15,4,5,3,3,,,,,1,1,,,,,0,1,,,,3,2,2,2,3,,,,,,,,0,MNE,KAZ,1,Player,OLY2020
469,PERKOVIC,Miroslav,14:34,14,34,4,7,1,1,3,6,,,,,,,,,,,,,,,,1,,,,,,,,,,0,MNE,KAZ,1,Player,OLY2020
470,PETKOVIC,Marko,24:34:00,24,34,2,4,0,1,,,,,1,1,,,,,,,1,2,,,,,,,,,,,,,,0,MNE,KAZ,1,Player,OLY2020
471,CUCKOVIC,Uros,12:49,12,49,1,3,,,,,,,1,2,0,1,,,,,,,2,3,,,,,1,,,,,,,1,MNE,KAZ,1,Player,OLY2020
472,POPADIC,Vlado,17:25,17,25,1,2,1,1,,,,,0,1,,,,,,,,,,1,,,,,2,1,,,,,,3,MNE,KAZ,1,Player,OLY2020
473,VIDOVIC,Stefan,20:34,20,34,1,2,,,,,,,1,2,,,,,,,,,,,,,,,1,1,,,,,,2,MNE,KAZ,1,Player,OLY2020
474,UKROPINA,Aleksa,21:46,21,46,0,3,0,2,,,,,,,,,,,,,0,1,,2,,1,1,1,,2,,,,,,2,MNE,KAZ,1,Player,OLY2020
475,IVOVIC,Aleksandar,19:44,19,44,4,4,1,1,,,1,1,1,1,,,,,1,1,,,,2,1,,,,1,,,,,,,1,MNE,KAZ,1,Player,OLY2020
476,MATKOVIC,Dusan,21:51,21,51,1,1,,,,,,,,,,,,,1,1,,,,1,,,,,2,,,,,,,2,MNE,KAZ,1,Player,OLY2020
477,BANICEVIC,Dusan,17:28,17,28,1,2,,,1,1,,,0,1,,,,,,,,,2,,,,,,,,,,,,,0,MNE,KAZ,1,Player,OLY2020
478,TESANOVIC,Petar,16:00,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,MNE,KAZ,1,Player,OLY2020
479,,,,,,19,33,6,9,4,7,1,1,5,9,0,1,,,2,3,1,3,5,12,3,4,3,4,7,4,,,,,,11,MNE,KAZ,1,Team,OLY2020
480,MEDVEDEV,Yevgeniy,19:30,19,30,2,6,2,2,,,,,0,3,0,1,,,,,,,,,1,,,,,,,1,,,,1,KAZ,MNE,0,Player,OLY2020
481,AUBAKIROV,Miras,17:37,17,37,0,2,0,2,,,,,,,,,,,,,,,,,,,0,1,,1,,,,,1,2,KAZ,MNE,0,Player,OLY2020
482,MARKOVIC,Dusan,14:24,14,24,,,,,,,,,,,,,,,,,,,,,1,,,,2,,,,,,1,3,KAZ,MNE,0,Player,OLY2020
483,SHMIDER,Alexey,19:26,19,26,2,3,1,2,,,,,1,1,,,,,,,,,,,,,1,1,,,,,,,,0,KAZ,MNE,0,Player,OLY2020
484,ARTYUKH,Danil,9:28,9,28,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,KAZ,MNE,0,Player,OLY2020
485,SHAKENOV,Murat,21:31,21,31,2,4,1,2,,,,,1,2,,,,,,,,,,1,1,,,,1,,,,,,,1,KAZ,MNE,0,Player,OLY2020
486,VUKSANOVIC,Srdan,28:36:00,28,36,2,4,1,2,,,,,1,2,,,,,,,,,,2,1,,0,1,,,,,,,,0,KAZ,MNE,0,Player,OLY2020
487,UKUMANOV,Rustam,17:03,17,3,0,1,,,,,,,0,1,,,,,,,,,1,,1,,,,2,1,,,,,,3,KAZ,MNE,0,Player,OLY2020
488,RUDAY,Mikhail,16:06,16,6,3,3,,,,,,,2,2,,,,,,,1,1,,,,,,,,,,,,,,0,KAZ,MNE,0,Player,OLY2020
489,ALTAYEV,Altay,15:54,15,54,1,1,,,1,1,,,,,,,,,,,,,,1,,,,,,,,,,,,0,KAZ,MNE,0,Player,OLY2020
490,SHVEDOV,Stanislav,12:25,12,25,0,1,0,1,,,,,,,,,,,,,,,,2,,,0,1,,,,,,,1,1,KAZ,MNE,0,Player,OLY2020
491,LIPILIN,Pavel,32:00:00,32,0,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,0,KAZ,MNE,0,Player,OLY2020
492,,,,,,12,25,5,11,1,1,,,5,11,0,1,,,,,1,1,5,7,5,,1,4,6,2,,1,,,3,12,KAZ,MNE,0,Team,OLY2020
493,HRYSANTHOS,Anthony,32:00:00,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,AUS,ESP,0,Player,OLY2020
494,CAMPBELL,Richard,26:01:00,26,1,0,5,0,3,,,,,0,1,,,,,,,0,1,1,1,,,,,,,,,,,,0,AUS,ESP,0,Player,OLY2020
495,FORD,George,7:51,7,51,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,2,AUS,ESP,0,Player,OLY2020
496,TOMASEVIC,Goran,10:53,10,53,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,0,AUS,ESP,0,Player,OLY2020
497,POWER,Nathan,18:29,18,29,0,1,0,1,,,,,,,,,,,,,,,1,,1,,,,2,,,,,,,2,AUS,ESP,0,Player,OLY2020
498,EDWARDS,Lachlan Robert,13:07,13,7,0,1,0,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,2,AUS,ESP,0,Player,OLY2020
499,ROACH,Aidan,27:46:00,27,46,1,5,0,3,,,,,1,2,,,,,,,,,,,1,,,,,,,,,,,0,AUS,ESP,0,Player,OLY2020
500,YOUNGER,Aaron,24:42:00,24,42,2,6,0,2,,,,,2,4,,,,,,,,,,,2,,,,,,,1,,,1,2,AUS,ESP,0,Player,OLY2020
501,FORD,Andrew,13:57,13,57,0,3,0,3,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,AUS,ESP,0,Player,OLY2020
